Country,State,Admin,Lat,Long,Population,Region,Continent
US,Kansas,Morton,37.19141121,-101.7992519,2587,Northern America,Northern America
US,Kansas,Nemaha,39.78345387,-96.01392079,10231,Northern America,Northern America
US,Kansas,Neosho,37.55862897,-95.30670046,16007,Northern America,Northern America
US,Kansas,Ness,38.47974157,-99.91547333,2750,Northern America,Northern America
US,Kansas,Norton,39.78443827,-99.90286639,5361,Northern America,Northern America
US,Kansas,Osage,38.65235984,-95.72707998,15949,Northern America,Northern America
US,Kansas,Osborne,39.3503437,-98.76753828,3421,Northern America,Northern America
US,Kansas,Ottawa,39.13237408,-97.65020313,5704,Northern America,Northern America
US,Kansas,Pawnee,38.18108732,-99.23692334,6414,Northern America,Northern America
US,Kansas,Phillips,39.78465501,-99.34668865,5234,Northern America,Northern America
US,Kansas,Pottawatomie,39.37925655,-96.34564657,24383,Northern America,Northern America
US,Kansas,Pratt,37.64780729,-98.73922153,9164,Northern America,Northern America
US,Kansas,Rawlins,39.78525843,-101.0761617,2530,Northern America,Northern America
US,Kansas,Reno,37.95230263,-98.08607292,61998,Northern America,Northern America
US,Kansas,Republic,39.82799632,-97.65036709,4636,Northern America,Northern America
US,Kansas,Rice,38.34616184,-98.19992118,9537,Northern America,Northern America
US,Kansas,Riley,39.28935726,-96.73420026,74232,Northern America,Northern America
US,Kansas,Rooks,39.35022773,-99.32484567,4920,Northern America,Northern America
US,Kansas,Rush,38.52275276,-99.30863983,3036,Northern America,Northern America
US,Kansas,Russell,38.91462787,-98.76254297,6856,Northern America,Northern America
US,Kansas,Saline,38.78369175,-97.65185177,54224,Northern America,Northern America
US,Kansas,Scott,38.48222076,-100.9066539,4823,Northern America,Northern America
US,Kansas,Sedgwick,37.6842718,-97.4608198,516042,Northern America,Northern America
US,Kansas,Seward,37.19324632,-100.8507201,21428,Northern America,Northern America
US,Kansas,Shawnee,39.04100763,-95.7557264,176875,Northern America,Northern America
US,Kansas,Sheridan,39.35018161,-100.4418259,2521,Northern America,Northern America
US,Kansas,Sherman,39.35147699,-101.7197624,5917,Northern America,Northern America
US,Kansas,Smith,39.78516566,-98.78566062,3583,Northern America,Northern America
US,Kansas,Stafford,38.03100851,-98.71762001,4156,Northern America,Northern America
US,Kansas,Stanton,37.56304714,-101.7843534,2006,Northern America,Northern America
US,Kansas,Stevens,37.1923008,-101.3118967,5485,Northern America,Northern America
US,Kansas,Sumner,37.23682549,-97.47721621,22836,Northern America,Northern America
US,Kansas,Thomas,39.35107575,-101.0553705,7777,Northern America,Northern America
US,Kansas,Trego,38.91467218,-99.87284448,2803,Northern America,Northern America
US,Kansas,Wabaunsee,38.95471985,-96.20350509,6931,Northern America,Northern America
US,Kansas,Wallace,38.91686134,-101.7638876,1518,Northern America,Northern America
US,Kansas,Washington,39.78420784,-97.0875323,5406,Northern America,Northern America
US,Kansas,Wichita,38.48178252,-101.3471509,2119,Northern America,Northern America
US,Kansas,Wilson,37.55937174,-95.74323255,8525,Northern America,Northern America
US,Kansas,Woodson,37.8865336,-95.74006277,3138,Northern America,Northern America
US,Kansas,Wyandotte,39.11727348,-94.76378225,165429,Northern America,Northern America
US,Kentucky,Adair,37.10459774,-85.28129668,19202,Northern America,Northern America
US,Kentucky,Allen,36.75197631,-86.19457544,21315,Northern America,Northern America
US,Kentucky,Anderson,38.00671029,-84.99171713,22747,Northern America,Northern America
US,Kentucky,Ballard,37.05842757,-88.99427697,7888,Northern America,Northern America
US,Kentucky,Barren,36.96469836,-85.93338945,44249,Northern America,Northern America
US,Kentucky,Bath,38.14735938,-83.74588932,12500,Northern America,Northern America
US,Kentucky,Bell,36.73355174,-83.67766671,26032,Northern America,Northern America
US,Kentucky,Boone,38.97065142,-84.72615357,133581,Northern America,Northern America
US,Kentucky,Bourbon,38.2054607,-84.21827874,19788,Northern America,Northern America
US,Kentucky,Boyd,38.36176608,-82.68652187,46718,Northern America,Northern America
US,Kentucky,Boyle,37.62680923,-84.8633779,30060,Northern America,Northern America
US,Kentucky,Bracken,38.69158994,-84.08532444,8303,Northern America,Northern America
US,Kentucky,Breathitt,37.52333168,-83.31959161,12630,Northern America,Northern America
US,Kentucky,Breckinridge,37.77377239,-86.42885017,20477,Northern America,Northern America
US,Kentucky,Bullitt,37.97162523,-85.68955617,81676,Northern America,Northern America
US,Kentucky,Butler,37.20946153,-86.68748787,12879,Northern America,Northern America
US,Kentucky,Caldwell,37.14749129,-87.86948214,12747,Northern America,Northern America
US,Kentucky,Calloway,36.62093411,-88.2731593,39001,Northern America,Northern America
US,Kentucky,Campbell,38.94384345,-84.37875208,93584,Northern America,Northern America
US,Kentucky,Carlisle,36.85372876,-88.9669222,4760,Northern America,Northern America
US,Kentucky,Carroll,38.66599534,-85.12601074,10631,Northern America,Northern America
US,Kentucky,Carter,38.31690743,-83.05092385,26797,Northern America,Northern America
US,Kentucky,Casey,37.32533118,-84.92726209,16159,Northern America,Northern America
US,Kentucky,Christian,36.89267803,-87.49055367,70461,Northern America,Northern America
US,Kentucky,Clark,37.9689263,-84.14615986,36263,Northern America,Northern America
US,Kentucky,Clay,37.16451126,-83.712575,19901,Northern America,Northern America
US,Kentucky,Clinton,36.72581156,-85.13377529,10218,Northern America,Northern America
US,Kentucky,Crittenden,37.35839237,-88.0882609,8806,Northern America,Northern America
US,Kentucky,Cumberland,36.78926125,-85.39050034,6614,Northern America,Northern America
US,Kentucky,Daviess,37.73028906,-87.0901948,101511,Northern America,Northern America
US,Kentucky,Edmonson,37.21218923,-86.23955613,12150,Northern America,Northern America
US,Kentucky,Elliott,38.11624059,-83.09771563,7517,Northern America,Northern America
US,Kentucky,Estill,37.69241417,-83.95956369,14106,Northern America,Northern America
US,Kentucky,Fayette,38.0368225,-84.45576892,323152,Northern America,Northern America
US,Kentucky,Fleming,38.36758311,-83.69657514,14581,Northern America,Northern America
US,Kentucky,Floyd,37.56213922,-82.74750924,35589,Northern America,Northern America
US,Kentucky,Franklin,38.2379395,-84.87962551,50991,Northern America,Northern America
US,Kentucky,Fulton,36.55238827,-89.20140068,5969,Northern America,Northern America
US,Kentucky,Gallatin,38.75398691,-84.8558382,8869,Northern America,Northern America
US,Kentucky,Garrard,37.6388668,-84.53289319,17666,Northern America,Northern America
US,Kentucky,Grant,38.64962758,-84.62415957,25069,Northern America,Northern America
US,Kentucky,Graves,36.72292505,-88.65143315,37266,Northern America,Northern America
US,Kentucky,Grayson,37.46231118,-86.34248968,26427,Northern America,Northern America
US,Kentucky,Green,37.26484328,-85.5540745,10941,Northern America,Northern America
US,Kentucky,Greenup,38.54332505,-82.9215658,35098,Northern America,Northern America
US,Kentucky,Hancock,37.83766422,-86.78280584,8722,Northern America,Northern America
US,Kentucky,Hardin,37.6976111,-85.96319251,110958,Northern America,Northern America
US,Kentucky,Harlan,36.85699301,-83.21899516,26010,Northern America,Northern America
US,Kentucky,Harrison,38.44188174,-84.32869741,18886,Northern America,Northern America
US,Kentucky,Hart,37.29943898,-85.88461055,19035,Northern America,Northern America
US,Kentucky,Henderson,37.79344553,-87.57392021,45210,Northern America,Northern America
US,Kentucky,Henry,38.44942688,-85.11587507,16126,Northern America,Northern America
US,Kentucky,Hickman,36.6794808,-88.97875928,4380,Northern America,Northern America
US,Kentucky,Hopkins,37.30939025,-87.54670406,44686,Northern America,Northern America
US,Kentucky,Jackson,37.41866422,-83.99825483,13329,Northern America,Northern America
US,Kentucky,Jefferson,38.18664655,-85.65931031,766757,Northern America,Northern America
US,Kentucky,Jessamine,37.87119786,-84.58252003,54115,Northern America,Northern America
US,Kentucky,Johnson,37.85106355,-82.8264322,22188,Northern America,Northern America
US,Kentucky,Kenton,38.93950319,-84.53241199,166998,Northern America,Northern America
US,Kentucky,Knott,37.35388197,-82.94981134,14806,Northern America,Northern America
US,Kentucky,Knox,36.89225732,-83.85403396,31145,Northern America,Northern America
US,Kentucky,Larue,37.54567114,-85.70138352,14398,Northern America,Northern America
US,Kentucky,Laurel,37.10975748,-84.11321779,60813,Northern America,Northern America
US,Kentucky,Lawrence,38.07136018,-82.72882223,15317,Northern America,Northern America
US,Kentucky,Lee,37.59645942,-83.71513901,7403,Northern America,Northern America
US,Kentucky,Leslie,37.09246661,-83.37999606,9877,Northern America,Northern America
US,Kentucky,Letcher,37.12306748,-82.85346474,21553,Northern America,Northern America
US,Kentucky,Lewis,38.53184419,-83.37735618,13275,Northern America,Northern America
US,Kentucky,Lincoln,37.45475628,-84.6565327,24549,Northern America,Northern America
US,Kentucky,Livingston,37.21137452,-88.34797529,9194,Northern America,Northern America
US,Kentucky,Logan,36.85949479,-86.877635,27102,Northern America,Northern America
US,Kentucky,Lyon,37.02080035,-88.07886257,8210,Northern America,Northern America
US,Kentucky,McCracken,37.05350953,-88.70445755,65418,Northern America,Northern America
US,Kentucky,McCreary,36.73874143,-84.48102924,17231,Northern America,Northern America
US,Kentucky,McLean,37.5301951,-87.26803443,9207,Northern America,Northern America
US,Kentucky,Madison,37.71659336,-84.27220275,92987,Northern America,Northern America
US,Kentucky,Magoffin,37.70820545,-83.0657714,12161,Northern America,Northern America
US,Kentucky,Marion,37.55218078,-85.26898542,19273,Northern America,Northern America
US,Kentucky,Marshall,36.8800707,-88.32803576,31100,Northern America,Northern America
US,Kentucky,Martin,37.79990579,-82.51247478,11195,Northern America,Northern America
US,Kentucky,Mason,38.59471935,-83.82151043,17070,Northern America,Northern America
US,Kentucky,Meade,37.96163597,-86.21028219,28572,Northern America,Northern America
US,Kentucky,Menifee,37.94090733,-83.59985712,6489,Northern America,Northern America
US,Kentucky,Mercer,37.81474237,-84.87488475,21933,Northern America,Northern America
US,Kentucky,Metcalfe,36.99459295,-85.63123699,10071,Northern America,Northern America
US,Kentucky,Monroe,36.71225341,-85.71596443,10650,Northern America,Northern America
US,Kentucky,Montgomery,38.03253032,-83.9145241,28157,Northern America,Northern America
US,Kentucky,Morgan,37.92465657,-83.25558245,13309,Northern America,Northern America
US,Kentucky,Muhlenberg,37.21425819,-87.14632053,30622,Northern America,Northern America
US,Kentucky,Nelson,37.80335779,-85.4657193,46233,Northern America,Northern America
US,Kentucky,Nicholas,38.33342292,-84.01889177,7269,Northern America,Northern America
US,Kentucky,Ohio,37.47751843,-86.85368087,23994,Northern America,Northern America
US,Kentucky,Oldham,38.39791089,-85.448222,66799,Northern America,Northern America
US,Kentucky,Owen,38.51679143,-84.82404619,10901,Northern America,Northern America
US,Kentucky,Owsley,37.42823949,-83.68811419,4415,Northern America,Northern America
US,Kentucky,Pendleton,38.69607718,-84.35599463,14590,Northern America,Northern America
US,Kentucky,Perry,37.25023553,-83.22922731,25758,Northern America,Northern America
US,Kentucky,Pike,37.47088263,-82.39487445,57876,Northern America,Northern America
US,Kentucky,Powell,37.83218794,-83.82553961,12359,Northern America,Northern America
US,Kentucky,Pulaski,37.10466131,-84.57629079,64979,Northern America,Northern America
US,Kentucky,Robertson,38.51923469,-84.05055616,2108,Northern America,Northern America
US,Kentucky,Rockcastle,37.36642393,-84.31176452,16695,Northern America,Northern America
US,Kentucky,Rowan,38.19484205,-83.42088935,24460,Northern America,Northern America
US,Kentucky,Russell,36.99308373,-85.06070117,17923,Northern America,Northern America
US,Kentucky,Scott,38.29622293,-84.5816631,57004,Northern America,Northern America
US,Kentucky,Shelby,38.21476019,-85.194223,49024,Northern America,Northern America
US,Kentucky,Simpson,36.74058474,-86.58047435,18572,Northern America,Northern America
US,Kentucky,Spencer,38.03223971,-85.32749335,19351,Northern America,Northern America
US,Kentucky,Taylor,37.3677562,-85.3329931,25769,Northern America,Northern America
US,Kentucky,Todd,36.8381152,-87.17878374,12294,Northern America,Northern America
US,Kentucky,Trigg,36.80767017,-87.87333656,14651,Northern America,Northern America
US,Kentucky,Trimble,38.61056487,-85.33775972,8471,Northern America,Northern America
US,Kentucky,Union,37.66166713,-87.94300009,14381,Northern America,Northern America
US,Kentucky,Warren,36.99903045,-86.42672751,132896,Northern America,Northern America
US,Kentucky,Washington,37.75599461,-85.17407732,12095,Northern America,Northern America
US,Kentucky,Wayne,36.80310688,-84.8251971,20333,Northern America,Northern America
US,Kentucky,Webster,37.52168356,-87.67989953,12942,Northern America,Northern America
US,Kentucky,Whitley,36.75700531,-84.14541217,36264,Northern America,Northern America
US,Kentucky,Wolfe,37.73941626,-83.49303612,7157,Northern America,Northern America
US,Kentucky,Woodford,38.04178222,-84.7417556,26734,Northern America,Northern America
US,Louisiana,Acadia,30.2950649,-92.41419698,62045,Northern America,Northern America
US,Louisiana,Allen,30.65385745,-92.82442028,25627,Northern America,Northern America
US,Louisiana,Ascension,30.20406249,-90.9132841,126604,Northern America,Northern America
US,Louisiana,Assumption,29.89946234,-91.06461642,21891,Northern America,Northern America
US,Louisiana,Avoyelles,31.07796211,-92.00079449,40144,Northern America,Northern America
US,Louisiana,Beauregard,30.64836518,-93.34173616,37497,Northern America,Northern America
US,Louisiana,Bienville,32.34569994,-93.05398492,13241,Northern America,Northern America
US,Louisiana,Bossier,32.67932307,-93.60460152,127039,Northern America,Northern America
US,Louisiana,Caddo,32.57991587,-93.88375652,240204,Northern America,Northern America
US,Louisiana,Calcasieu,30.22931235,-93.35400434,203436,Northern America,Northern America
US,Louisiana,Caldwell,32.0902519,-92.11752148,9918,Northern America,Northern America
US,Louisiana,Cameron,29.87592238,-93.19310676,6973,Northern America,Northern America
US,Louisiana,Catahoula,31.66778967,-91.84526385,9494,Northern America,Northern America
US,Louisiana,Claiborne,32.82308512,-92.99526883,15670,Northern America,Northern America
